,price,carat,depth,table,x,y,z,city,cut,color,clarity
314,5198,1.19,64.9,58.0,6.64,6.55,4.28,Amsterdam,Fair,I,SI1
315,1720,0.7,65.0,56.0,5.6,5.5,3.61,Amsterdam,Fair,I,SI1
316,3892,1.03,57.4,61.0,6.67,6.71,3.84,Amsterdam,Fair,I,SI1
317,2493,0.85,65.8,65.0,5.88,5.79,3.84,Zurich,Fair,I,SI1
318,3280,1.01,65.5,58.0,6.28,6.24,4.1,Zurich,Fair,I,SI1
319,2912,1.0,66.0,56.0,6.31,6.24,4.13,Las Vegas,Fair,I,SI1
320,4273,1.09,56.4,62.0,6.97,6.9,3.9,New York City,Fair,I,SI1
321,2875,1.0,66.3,61.0,6.08,6.03,4.01,Paris,Fair,I,SI1
322,3584,1.0,64.8,59.0,6.23,6.14,4.01,Paris,Fair,I,SI1
323,1848,0.7,62.0,67.0,5.54,5.5,3.42,Paris,Fair,I,SI1
324,4368,1.2,66.2,59.0,6.55,6.47,4.31,Dubai,Fair,I,SI1
325,7912,1.5,56.7,63.0,7.52,7.57,4.28,Kimberly,Fair,I,SI1
326,1697,0.7,65.8,57.0,5.46,5.55,3.62,Kimberly,Fair,I,SI1
327,6061,1.32,64.8,58.0,6.9,6.83,4.45,Surat,Fair,I,SI1
328,1749,0.7,65.2,58.0,5.6,5.56,3.64,Surat,Fair,I,SI1
329,1799,0.72,64.8,54.0,5.69,5.67,3.68,Antwerp,Fair,I,SI1
330,3337,0.99,60.7,66.0,6.42,6.34,3.87,Antwerp,Fair,I,SI1
331,2873,0.9,65.7,58.0,6.03,6.0,3.95,Antwerp,Fair,I,SI1
332,7950,1.56,64.6,62.0,7.26,7.23,4.68,Antwerp,Fair,I,SI1
333,1401,0.52,60.4,66.0,5.26,5.2,3.16,Zurich,Fair,I,VVS2
334,7303,1.52,64.9,56.0,7.28,7.21,4.7,Las Vegas,Fair,I,VVS2
335,2351,0.73,64.4,59.0,5.65,5.62,3.63,Las Vegas,Fair,I,VVS2
336,3074,0.9,67.0,56.0,5.91,5.83,3.93,Tel Aviv,Fair,I,VVS2
337,2117,0.7,64.7,55.0,5.62,5.51,3.6,Dubai,Fair,I,VVS2
338,2292,0.77,59.2,66.0,5.96,5.9,3.51,Kimberly,Fair,I,VVS2
339,2131,0.72,65.7,57.0,5.56,5.64,3.68,Antwerp,Fair,I,VVS2
340,3288,0.9,60.9,66.0,6.1,6.12,3.72,Madrid,Fair,I,VVS2
341,1014,0.7,66.3,63.0,5.58,5.43,3.66,Amsterdam,Fair,I,I1
342,1049,0.73,70.8,55.0,5.51,5.34,3.84,Zurich,Fair,I,I1
343,5667,2.0,66.0,60.0,7.78,7.74,5.1,Las Vegas,Fair,I,I1
344,5750,1.51,65.1,57.0,7.16,7.12,4.65,Las Vegas,Fair,I,I1
345,2037,1.04,67.3,56.0,6.34,6.23,4.22,Las Vegas,Fair,I,I1
346,6147,1.96,66.8,55.0,7.62,7.6,5.08,New York City,Fair,I,I1
347,4704,1.5,69.7,56.0,6.94,6.9,4.82,Paris,Fair,I,I1
348,2376,1.2,65.1,55.0,6.65,6.59,4.31,Tel Aviv,Fair,I,I1
349,1147,0.7,68.6,57.0,5.46,5.34,3.71,Tel Aviv,Fair,I,I1
350,3011,1.2,66.2,55.0,6.61,6.51,4.34,Tel Aviv,Fair,I,I1
351,2035,1.0,64.5,58.0,6.33,6.1,4.01,Tel Aviv,Fair,I,I1
352,5074,1.51,65.7,61.0,7.08,7.02,4.63,Tel Aviv,Fair,I,I1
353,1175,0.73,66.1,58.0,5.63,5.5,3.68,Dubai,Fair,I,I1
354,2336,1.17,64.5,59.0,6.67,6.47,4.25,Dubai,Fair,I,I1
355,5696,2.01,55.9,64.0,8.48,8.39,4.71,Kimberly,Fair,I,I1
356,1786,0.9,67.2,60.0,5.96,5.88,3.98,Kimberly,Fair,I,I1
357,2239,1.06,64.5,57.0,6.47,6.33,4.13,Kimberly,Fair,I,I1
358,4704,1.5,66.1,57.0,7.12,7.04,4.68,Surat,Fair,I,I1
359,2396,1.21,65.0,58.0,6.65,6.59,4.3,Surat,Fair,I,I1
360,2376,1.2,66.7,57.0,6.57,6.05,4.37,Surat,Fair,I,I1
361,2396,1.05,61.8,66.0,6.48,6.37,3.97,Antwerp,Fair,I,I1
362,4368,1.5,71.3,58.0,6.85,6.81,4.87,Antwerp,Fair,I,I1
363,5040,1.5,65.1,59.0,7.12,6.96,4.58,Antwerp,Fair,I,I1
364,2935,1.17,65.4,62.0,6.68,6.57,4.33,Madrid,Fair,I,I1
365,2357,0.97,67.3,55.0,6.08,6.02,4.07,Madrid,Fair,I,I1
366,1805,1.0,68.6,56.0,6.2,6.08,4.22,Luxembourg,Fair,I,I1
367,10577,3.02,65.2,56.0,9.11,9.02,5.91,Luxembourg,Fair,I,I1
368,2342,1.01,56.1,63.0,6.7,6.65,3.74,Luxembourg,Fair,I,I1
369,3011,1.2,62.2,66.0,6.77,6.7,4.2,Luxembourg,Fair,I,I1
370,7934,2.2,66.3,56.0,8.05,8.0,5.32,Luxembourg,Fair,I,I1
371,12606,1.5,65.4,53.0,7.12,7.1,4.65,Las Vegas,Fair,D,VS2
372,2596,0.71,64.4,56.0,5.63,5.58,3.61,New York City,Fair,D,VS2
373,3077,0.71,64.7,58.0,5.61,5.58,3.62,Paris,Fair,D,VS2
374,4107,0.91,65.7,58.0,6.04,5.99,3.95,Tel Aviv,Fair,D,VS2
375,3931,0.9,57.5,66.0,6.3,6.25,3.61,Dubai,Fair,D,VS2
376,1431,0.5,66.9,57.0,4.95,4.83,3.27,Kimberly,Fair,D,VS2
377,5078,0.93,56.3,67.0,6.52,6.45,3.65,Kimberly,Fair,D,VS2
378,6081,1.01,65.2,57.0,6.23,6.19,4.05,Surat,Fair,D,VS2
379,4439,0.91,65.1,63.0,6.02,6.0,3.91,Surat,Fair,D,VS2
380,4107,0.91,65.7,56.0,6.1,6.05,3.99,Antwerp,Fair,D,VS2
381,2368,0.71,55.6,73.0,6.01,5.96,3.33,Madrid,Fair,D,VS2
382,1431,0.5,63.7,57.0,5.05,4.9,3.17,Madrid,Fair,D,VS2
383,7696,1.12,58.9,59.0,6.84,6.77,4.01,Madrid,Fair,D,VS2
384,1668,0.51,64.4,54.0,5.06,5.03,3.25,Madrid,Fair,D,VS2
385,6366,1.01,65.3,58.0,6.29,6.24,4.09,Luxembourg,Fair,D,VS2
386,6176,1.01,65.6,61.0,6.21,6.16,4.06,Luxembourg,Fair,D,VS2
387,3047,0.73,66.0,54.0,5.56,5.66,3.7,Amsterdam,Fair,D,VS1
388,563,0.25,61.2,55.0,4.09,4.11,2.51,Las Vegas,Fair,D,VS1
389,1166,0.46,67.3,61.0,4.81,4.71,3.21,Surat,Fair,D,VS1
390,7083,1.0,55.9,60.0,6.77,6.71,4.38,Madrid,Fair,D,VS1
391,2211,0.47,60.6,60.0,5.09,4.98,3.05,New York City,Fair,D,IF
392,1208,0.3,60.5,57.0,4.47,4.35,2.67,Kimberly,Fair,D,IF
393,1440,0.37,61.2,57.0,4.68,4.73,2.88,Luxembourg,Fair,D,IF
394,1792,0.5,65.9,64.0,4.92,5.03,3.28,Tel Aviv,Fair,D,VVS1
395,875,0.32,62.4,61.0,4.38,4.44,2.75,Kimberly,Fair,D,VVS1
396,10752,1.0,56.7,68.0,6.66,6.64,3.77,Kimberly,Fair,D,VVS1
397,2167,0.7,65.6,55.0,5.59,5.5,3.64,Zurich,Fair,D,SI2
398,3205,0.9,66.0,58.0,6.0,5.97,3.95,Zurich,Fair,D,SI2
399,3304,1.0,64.8,60.0,6.23,6.18,4.02,Zurich,Fair,D,SI2
400,4205,1.01,65.3,55.0,6.33,6.19,4.09,Las Vegas,Fair,D,SI2
401,1770,0.7,67.8,58.0,5.51,5.44,3.71,Las Vegas,Fair,D,SI2
402,13016,2.07,64.5,60.0,7.99,7.88,5.12,Las Vegas,Fair,D,SI2
403,2518,0.76,55.5,69.0,6.16,6.07,3.39,Las Vegas,Fair,D,SI2
404,3634,1.0,65.2,56.0,6.27,6.21,4.07,Las Vegas,Fair,D,SI2
405,3965,1.0,65.0,56.0,6.27,6.23,4.06,New York City,Fair,D,SI2
406,536,0.3,64.6,54.0,4.29,4.25,2.76,New York City,Fair,D,SI2
407,3205,0.9,64.7,54.0,6.1,6.04,3.93,New York City,Fair,D,SI2
408,1156,0.58,65.1,58.0,5.25,5.22,3.41,Paris,Fair,D,SI2
409,1651,0.77,65.1,63.0,5.71,5.65,3.7,Paris,Fair,D,SI2
410,6596,1.51,66.2,54.0,7.19,7.08,4.72,Paris,Fair,D,SI2
411,3816,1.05,65.4,59.0,6.3,6.24,4.1,Paris,Fair,D,SI2
412,4538,1.01,64.6,62.0,6.26,6.21,4.03,Paris,Fair,D,SI2
413,4312,1.0,64.5,54.0,6.34,6.28,4.07,Paris,Fair,D,SI2
414,7469,1.5,68.8,57.0,6.9,6.86,4.73,Tel Aviv,Fair,D,SI2
415,3205,0.9,64.7,59.0,6.09,5.99,3.91,Dubai,Fair,D,SI2
416,3743,1.03,66.4,56.0,6.31,6.19,4.15,Dubai,Fair,D,SI2
417,2198,0.71,64.6,60.0,5.62,5.59,3.62,Dubai,Fair,D,SI2
418,3205,0.9,65.9,59.0,6.0,5.95,3.94,Dubai,Fair,D,SI2
419,1410,0.62,64.6,57.0,5.39,5.33,3.46,Kimberly,Fair,D,SI2
420,2848,0.75,64.6,57.0,5.74,5.72,3.7,Kimberly,Fair,D,SI2
421,3003,1.01,64.6,56.0,6.31,6.24,4.05,Kimberly,Fair,D,SI2
422,8264,1.72,64.6,58.0,7.53,7.46,4.84,Kimberly,Fair,D,SI2
423,7702,1.52,56.3,61.0,7.7,7.62,4.31,Kimberly,Fair,D,SI2
424,1696,0.7,71.6,55.0,5.47,5.28,3.85,Surat,Fair,D,SI2
425,4725,1.1,64.6,54.0,6.56,6.49,4.22,Surat,Fair,D,SI2
426,3965,1.0,66.5,59.0,6.24,6.21,4.14,Surat,Fair,D,SI2
427,16086,2.01,66.9,57.0,7.87,7.76,5.23,Surat,Fair,D,SI2
428,3473,0.9,64.9,57.0,6.03,5.98,3.9,Surat,Fair,D,SI2
429,2167,0.84,64.5,60.0,5.92,5.84,3.79,Surat,Fair,D,SI2
430,3384,0.95,64.4,60.0,6.06,6.02,3.89,Surat,Fair,D,SI2
431,3899,1.18,57.0,66.0,6.96,6.91,3.98,Surat,Fair,D,SI2
432,15627,2.01,59.4,66.0,8.2,8.17,4.86,Antwerp,Fair,D,SI2
433,1109,0.51,66.5,58.0,4.95,4.89,3.27,Antwerp,Fair,D,SI2
434,2974,1.0,69.3,58.0,5.96,5.87,4.1,Antwerp,Fair,D,SI2
435,3205,0.9,65.7,60.0,5.98,5.93,3.91,Antwerp,Fair,D,SI2
436,3473,0.9,64.5,61.0,6.1,6.0,3.9,Antwerp,Fair,D,SI2
437,3847,0.9,64.6,59.0,6.04,6.01,3.89,Antwerp,Fair,D,SI2
438,8666,1.6,64.7,58.0,7.35,7.28,4.73,Madrid,Fair,D,SI2
439,4398,1.04,64.9,56.0,6.39,6.34,4.13,Madrid,Fair,D,SI2
440,3079,0.91,62.5,66.0,6.08,6.01,3.78,Madrid,Fair,D,SI2
441,10011,1.01,64.6,58.0,6.25,6.2,4.02,London,Fair,D,SI2
442,4381,1.02,65.5,60.0,6.27,6.24,4.1,London,Fair,D,SI2
443,2358,0.7,58.1,60.0,5.79,5.82,3.37,Luxembourg,Fair,D,SI2
444,2339,0.7,66.5,55.0,5.51,5.47,3.65,Amsterdam,Fair,D,SI1
445,2318,0.7,64.6,57.0,5.6,5.57,3.61,Amsterdam,Fair,D,SI1
446,15540,2.0,64.8,58.0,7.98,7.89,5.14,Amsterdam,Fair,D,SI1
447,4751,1.01,63.5,58.0,6.35,6.25,4.0,Zurich,Fair,D,SI1
448,3382,0.9,66.4,59.0,5.97,5.92,3.95,Zurich,Fair,D,SI1
449,5096,1.0,67.3,57.0,6.15,6.04,4.1,Las Vegas,Fair,D,SI1
450,1323,0.5,65.1,58.0,5.0,4.96,3.24,Las Vegas,Fair,D,SI1
451,644,0.4,65.1,55.0,4.63,4.68,3.03,Las Vegas,Fair,D,SI1
452,2364,0.72,65.6,60.0,5.62,5.54,3.66,New York City,Fair,D,SI1
453,5385,1.01,66.0,57.0,6.29,6.22,4.13,New York City,Fair,D,SI1
454,1304,0.51,65.2,55.0,5.05,5.01,3.28,Paris,Fair,D,SI1
455,3855,0.91,64.4,60.0,6.08,6.04,3.9,Tel Aviv,Fair,D,SI1
456,2086,0.71,55.5,62.0,6.0,5.97,3.32,Tel Aviv,Fair,D,SI1
457,4252,0.9,63.8,61.0,6.07,5.99,3.85,Dubai,Fair,D,SI1
458,5122,1.01,66.2,56.0,6.05,6.1,4.02,Dubai,Fair,D,SI1
459,4118,1.01,66.3,55.0,6.22,6.17,4.11,Dubai,Fair,D,SI1
460,5628,1.01,62.6,57.0,6.14,6.22,3.87,Dubai,Fair,D,SI1
461,4276,1.01,65.9,60.0,6.32,6.18,4.12,Kimberly,Fair,D,SI1
462,4398,1.02,70.6,57.0,6.08,6.01,4.27,Kimberly,Fair,D,SI1
463,16386,2.02,65.0,55.0,7.94,7.84,5.13,Kimberly,Fair,D,SI1
464,2550,0.7,66.2,57.0,5.56,5.41,3.63,Kimberly,Fair,D,SI1
465,2093,0.7,66.0,56.0,5.45,5.52,3.62,Surat,Fair,D,SI1
466,1253,0.5,64.6,59.0,4.93,4.95,3.19,Surat,Fair,D,SI1
467,5385,1.01,65.0,57.0,6.3,6.22,4.07,Surat,Fair,D,SI1
468,3730,0.91,65.2,57.0,6.08,6.04,3.95,Surat,Fair,D,SI1
469,675,0.42,64.7,61.0,4.7,4.73,3.05,Antwerp,Fair,D,SI1
470,4704,1.0,65.9,54.0,6.24,6.2,4.1,Antwerp,Fair,D,SI1
471,5147,1.01,64.4,61.0,6.17,6.13,3.96,Antwerp,Fair,D,SI1
472,4704,1.0,66.3,58.0,6.15,6.04,4.04,Antwerp,Fair,D,SI1
473,5430,1.01,64.7,57.0,6.33,6.25,4.07,Antwerp,Fair,D,SI1
474,2151,0.71,64.6,60.0,5.55,5.6,3.6,Antwerp,Fair,D,SI1
475,3689,0.9,64.5,61.0,6.05,6.01,3.89,Antwerp,Fair,D,SI1
476,3689,0.9,64.8,59.0,6.1,6.03,3.93,Antwerp,Fair,D,SI1
477,1323,0.5,65.7,56.0,5.01,4.97,3.28,Antwerp,Fair,D,SI1
478,3730,0.91,64.7,61.0,6.06,5.99,3.9,Antwerp,Fair,D,SI1
479,3751,0.9,65.7,65.0,6.06,5.94,3.94,Antwerp,Fair,D,SI1
480,1238,0.5,64.6,61.0,5.05,4.95,3.23,Madrid,Fair,D,SI1
481,2376,0.75,65.1,57.0,5.64,5.6,3.66,Madrid,Fair,D,SI1
482,10374,1.5,65.1,59.0,7.1,7.01,4.59,Madrid,Fair,D,SI1
483,1323,0.5,64.6,58.0,5.0,4.97,3.22,Madrid,Fair,D,SI1
484,7291,1.24,55.6,67.0,7.27,7.11,4.0,London,Fair,D,SI1
485,2372,0.71,66.3,56.0,5.61,5.49,3.68,Luxembourg,Fair,D,SI1
486,3812,0.9,60.4,61.0,6.24,6.22,3.76,Luxembourg,Fair,D,SI1
487,4751,1.01,66.9,54.0,6.25,6.21,4.17,Luxembourg,Fair,D,SI1
488,8716,1.01,65.4,57.0,6.2,6.16,4.04,Paris,Fair,D,VVS2
489,3296,0.7,58.5,62.0,5.72,5.81,3.37,Kimberly,Fair,D,VVS2
490,1089,0.41,64.5,57.0,4.68,4.65,3.01,Surat,Fair,D,VVS2
491,997,0.31,54.2,65.0,4.61,4.58,2.49,Antwerp,Fair,D,VVS2
492,10562,1.0,61.1,57.0,6.37,6.3,3.87,London,Fair,D,VVS2
493,4040,0.74,65.4,53.0,5.73,5.71,3.74,London,Fair,D,VVS2
494,5617,1.7,64.7,56.0,7.46,7.37,4.8,Amsterdam,Fair,D,I1
495,5460,1.5,64.7,62.0,7.19,7.04,4.6,Tel Aviv,Fair,D,I1
496,2491,0.91,66.2,57.0,6.0,5.94,3.95,Kimberly,Fair,D,I1
497,15964,3.4,66.8,52.0,9.42,9.34,6.27,Madrid,Fair,D,I1
498,4072,1.01,65.7,54.0,6.32,6.28,4.14,Amsterdam,Fair,G,VS2
499,4860,0.91,64.9,54.0,6.04,6.08,3.93,Amsterdam,Fair,G,VS2
500,14860,1.7,64.5,58.0,7.51,7.43,4.82,Amsterdam,Fair,G,VS2
501,5294,1.01,68.9,60.0,6.06,6.02,4.17,Zurich,Fair,G,VS2
502,1415,0.35,65.9,54.0,5.57,5.53,3.66,Las Vegas,Fair,G,VS2
503,5950,1.01,65.1,56.0,6.2,6.15,4.02,New York City,Fair,G,VS2
504,1238,0.5,65.1,56.0,5.02,4.99,3.26,New York City,Fair,G,VS2
505,722,0.4,64.6,55.0,4.62,4.64,2.99,Paris,Fair,G,VS2
506,4887,1.01,64.9,56.0,6.27,6.21,4.05,Tel Aviv,Fair,G,VS2
507,5484,1.0,63.7,55.0,6.28,6.21,3.98,Tel Aviv,Fair,G,VS2
508,5673,1.05,65.5,57.0,6.38,6.34,4.17,Tel Aviv,Fair,G,VS2
509,5161,1.0,64.5,58.0,6.26,6.2,4.02,Tel Aviv,Fair,G,VS2
510,2657,0.7,64.4,56.0,5.64,5.57,3.61,Dubai,Fair,G,VS2
511,4435,1.0,69.8,54.0,6.03,5.94,4.18,Dubai,Fair,G,VS2
512,10553,1.51,58.1,67.0,7.59,7.49,4.38,Kimberly,Fair,G,VS2
513,8794,1.51,56.0,65.0,7.68,7.57,4.27,Kimberly,Fair,G,VS2
514,1002,0.46,65.3,56.0,4.83,4.76,3.13,Kimberly,Fair,G,VS2
515,4838,1.0,66.1,61.0,6.08,5.99,3.99,Surat,Fair,G,VS2
516,18515,2.0,67.6,58.0,7.65,7.61,5.16,Surat,Fair,G,VS2
517,2401,0.73,60.1,65.0,5.91,5.81,3.52,Surat,Fair,G,VS2
518,2479,0.7,64.9,57.0,5.55,5.54,3.6,Antwerp,Fair,G,VS2
519,4309,0.9,65.8,61.0,5.99,5.96,3.93,Madrid,Fair,G,VS2
520,17917,2.01,67.5,55.0,7.7,7.79,5.23,Madrid,Fair,G,VS2
521,5666,1.01,67.8,59.0,6.07,6.02,4.1,Madrid,Fair,G,VS2
522,1031,0.5,65.7,57.0,4.97,4.9,3.24,Madrid,Fair,G,VS2
523,5475,1.01,66.6,55.0,6.27,6.22,4.16,London,Fair,G,VS2
524,4887,1.01,64.4,58.0,6.25,6.18,4.0,London,Fair,G,VS2
525,5538,1.01,64.5,57.0,6.26,6.2,4.02,London,Fair,G,VS2
526,4032,1.0,44.0,53.0,6.31,6.24,4.12,Luxembourg,Fair,G,VS2
527,2306,0.72,64.6,55.0,5.66,5.71,3.67,Luxembourg,Fair,G,VS2
528,2273,0.7,57.3,63.0,5.78,5.84,3.33,Luxembourg,Fair,G,VS2
529,2623,0.71,57.0,66.0,5.83,5.81,3.32,Luxembourg,Fair,G,VS2
530,3756,0.86,64.6,58.8,5.95,6.04,3.87,Amsterdam,Fair,G,VS1
531,5633,1.04,64.9,58.0,6.36,6.33,4.12,Amsterdam,Fair,G,VS1
532,695,0.31,64.6,55.0,4.31,4.26,2.77,Amsterdam,Fair,G,VS1
533,7076,1.08,64.7,60.0,6.44,6.41,4.16,Zurich,Fair,G,VS1
534,2686,0.71,65.5,55.0,5.62,5.53,3.65,Las Vegas,Fair,G,VS1
535,1367,0.5,66.8,56.0,4.85,4.91,3.26,Las Vegas,Fair,G,VS1
536,2384,0.7,56.2,65.0,5.93,5.88,3.32,New York City,Fair,G,VS1
537,1035,0.46,58.0,66.0,5.08,5.03,2.93,New York City,Fair,G,VS1
538,5908,1.0,64.4,56.0,6.31,6.26,4.05,New York City,Fair,G,VS1
539,2250,0.7,68.5,58.0,5.47,5.34,3.7,Paris,Fair,G,VS1
540,4864,1.01,66.8,61.0,6.15,6.06,4.08,Tel Aviv,Fair,G,VS1
541,2396,0.72,66.4,57.0,5.6,5.51,3.69,Tel Aviv,Fair,G,VS1
542,1701,0.58,64.7,60.0,5.23,5.28,3.41,Dubai,Fair,G,VS1
543,4892,1.0,63.1,68.0,6.32,6.17,3.94,Dubai,Fair,G,VS1
544,1327,0.5,60.3,66.0,5.13,5.09,3.08,Kimberly,Fair,G,VS1
545,2998,0.85,57.7,67.0,6.26,6.19,3.59,Kimberly,Fair,G,VS1
546,1280,0.5,67.0,61.0,4.97,4.91,3.31,Kimberly,Fair,G,VS1
547,1373,0.5,65.9,57.0,5.0,4.87,3.25,Kimberly,Fair,G,VS1
548,798,0.4,57.1,64.0,4.88,4.9,2.79,Kimberly,Fair,G,VS1
549,2070,0.69,57.8,66.0,5.9,5.84,3.39,Kimberly,Fair,G,VS1
550,12948,1.51,60.8,66.0,7.35,7.25,4.44,Surat,Fair,G,VS1
551,4630,1.0,63.1,63.0,6.38,6.29,4.0,Surat,Fair,G,VS1
552,7283,1.05,65.6,58.0,6.25,6.38,4.13,Surat,Fair,G,VS1
553,2800,0.76,59.0,70.0,5.89,5.8,3.46,Surat,Fair,G,VS1
554,3806,0.9,65.7,58.0,6.02,5.97,3.94,Surat,Fair,G,VS1
555,1257,0.5,65.7,63.0,4.97,4.87,3.23,Antwerp,Fair,G,VS1
556,6353,1.01,64.6,60.0,6.34,6.22,4.06,Antwerp,Fair,G,VS1
557,5487,1.12,64.8,56.0,6.48,6.52,4.21,Antwerp,Fair,G,VS1
558,1257,0.5,67.6,56.0,5.02,4.89,3.35,Antwerp,Fair,G,VS1
559,2553,0.7,57.1,62.0,5.89,5.94,3.38,Antwerp,Fair,G,VS1
560,6381,1.14,57.5,67.0,0.0,0.0,0.0,Antwerp,Fair,G,VS1
561,2384,0.7,65.6,60.0,5.57,5.5,3.63,Madrid,Fair,G,VS1
562,2290,0.7,65.2,57.0,5.56,5.52,3.61,Madrid,Fair,G,VS1
563,1350,0.5,65.8,57.0,5.03,4.91,3.27,Madrid,Fair,G,VS1
564,5853,1.0,58.7,67.0,6.47,6.45,3.79,Luxembourg,Fair,G,VS1
565,1849,0.52,65.5,55.0,4.98,5.06,3.29,London,Fair,G,IF
566,1127,0.39,57.1,61.0,4.83,4.88,2.77,Luxembourg,Fair,G,IF
567,3062,0.71,62.8,57.0,5.67,5.57,3.53,Zurich,Fair,G,VVS1
568,2797,0.7,58.8,66.0,5.81,5.9,3.44,New York City,Fair,G,VVS1
569,790,0.3,58.6,66.0,4.36,4.41,2.57,Luxembourg,Fair,G,VVS1
570,4044,1.2,65.5,59.0,6.73,6.53,4.34,Amsterdam,Fair,G,SI2
571,14208,2.0,66.5,56.0,7.75,7.7,5.14,Amsterdam,Fair,G,SI2
572,11355,2.0,65.1,57.0,7.84,7.78,5.09,Amsterdam,Fair,G,SI2
573,2856,1.0,67.8,61.0,5.96,5.9,4.02,Amsterdam,Fair,G,SI2
574,12633,2.11,65.0,56.0,8.06,8.01,5.22,Amsterdam,Fair,G,SI2
575,14975,2.43,64.5,57.0,8.41,8.36,5.41,Amsterdam,Fair,G,SI2
576,14799,2.01,63.8,59.0,7.77,7.87,4.99,Zurich,Fair,G,SI2
577,10887,2.01,65.9,57.0,7.85,7.78,5.15,Zurich,Fair,G,SI2
578,15562,2.01,65.6,56.0,7.89,7.84,6.16,Zurich,Fair,G,SI2
579,3104,0.9,64.7,58.0,5.94,6.03,3.87,Las Vegas,Fair,G,SI2
580,3763,1.22,64.7,61.0,6.75,6.68,4.34,New York City,Fair,G,SI2
581,5504,1.46,64.6,54.0,7.11,7.03,4.57,New York City,Fair,G,SI2
582,2208,0.7,58.6,56.0,5.8,5.74,3.38,Paris,Fair,G,SI2
583,2246,0.8,61.2,58.0,5.96,5.93,3.64,Paris,Fair,G,SI2
584,4307,1.16,60.1,60.0,6.9,6.72,4.09,Paris,Fair,G,SI2
585,2326,1.0,70.2,58.0,6.0,5.73,4.13,Tel Aviv,Fair,G,SI2
586,4047,1.01,58.3,62.0,6.46,6.5,3.78,Tel Aviv,Fair,G,SI2
587,7950,1.56,64.8,59.0,7.38,7.19,4.72,Tel Aviv,Fair,G,SI2
588,3142,1.0,68.3,54.0,6.21,6.12,4.2,Dubai,Fair,G,SI2
589,1420,0.7,69.3,60.0,5.41,5.35,3.72,Dubai,Fair,G,SI2
590,2834,0.9,65.3,59.0,6.07,6.0,3.94,Dubai,Fair,G,SI2
591,2050,0.73,64.7,60.0,5.68,5.64,3.66,Dubai,Fair,G,SI2
592,11946,2.1,61.4,66.0,8.26,8.19,5.05,Kimberly,Fair,G,SI2
593,3172,0.93,66.1,58.1,6.0,6.04,3.98,Kimberly,Fair,G,SI2
594,4730,1.38,61.2,59.0,7.19,7.13,4.38,Kimberly,Fair,G,SI2
595,3104,0.9,55.9,62.0,6.35,6.42,3.57,Kimberly,Fair,G,SI2
596,12508,2.22,64.4,58.0,8.32,8.15,5.3,Kimberly,Fair,G,SI2
597,5106,1.34,64.7,55.0,7.03,6.97,4.53,Kimberly,Fair,G,SI2
598,6078,1.33,63.0,62.0,6.9,6.87,4.34,Kimberly,Fair,G,SI2
599,12450,2.01,56.2,63.0,8.28,8.23,4.64,Surat,Fair,G,SI2
600,2117,0.7,65.2,56.0,5.63,5.54,3.64,Surat,Fair,G,SI2
601,8794,1.51,65.5,55.0,7.14,7.08,4.66,Surat,Fair,G,SI2
602,17027,2.6,64.6,57.0,8.6,8.55,5.54,Surat,Fair,G,SI2
603,3173,1.01,68.5,63.0,6.08,6.0,4.14,Surat,Fair,G,SI2
604,11156,2.0,65.1,54.0,7.88,7.82,5.11,Surat,Fair,G,SI2
605,6552,1.5,68.5,66.0,6.87,6.76,4.67,Surat,Fair,G,SI2
606,1035,0.5,65.6,56.0,4.99,4.92,3.25,Surat,Fair,G,SI2
607,3530,1.03,65.7,58.0,6.32,6.26,4.13,Surat,Fair,G,SI2
608,2942,1.03,65.7,59.0,6.3,6.24,4.12,Surat,Fair,G,SI2
609,3545,1.07,66.8,57.0,6.34,6.26,4.21,Surat,Fair,G,SI2
610,1691,0.69,65.4,63.0,5.49,5.43,3.57,Surat,Fair,G,SI2
611,2386,0.83,64.4,57.0,5.93,5.86,3.8,Antwerp,Fair,G,SI2
612,14687,2.03,64.9,59.0,7.85,7.99,5.14,Antwerp,Fair,G,SI2
613,1994,0.71,65.6,61.0,5.46,5.37,3.55,Antwerp,Fair,G,SI2
614,4627,1.35,66.0,58.0,6.89,6.81,4.52,Madrid,Fair,G,SI2
615,10887,2.01,65.9,57.0,7.85,7.78,5.15,Madrid,Fair,G,SI2
616,11923,2.1,65.0,56.0,8.09,7.98,5.21,Madrid,Fair,G,SI2
617,1999,0.7,61.5,66.0,5.55,5.6,3.43,Madrid,Fair,G,SI2
618,3564,1.04,66.1,60.0,6.32,6.23,4.15,Madrid,Fair,G,SI2
619,3142,1.0,64.6,67.0,6.25,6.19,4.02,Madrid,Fair,G,SI2
620,2300,0.71,64.4,58.0,5.59,5.56,3.59,Madrid,Fair,G,SI2
621,14194,2.5,67.0,57.0,8.36,8.29,5.58,Madrid,Fair,G,SI2
622,3541,1.0,64.7,58.0,6.24,6.19,4.02,Madrid,Fair,G,SI2
623,3765,1.03,65.6,58.0,6.3,6.26,4.12,Madrid,Fair,G,SI2
624,13007,2.1,65.2,56.0,7.97,7.93,5.19,London,Fair,G,SI2
625,2438,0.96,72.2,56.0,6.01,5.81,4.28,Luxembourg,Fair,G,SI2
626,4044,1.02,64.5,56.0,6.3,6.23,4.04,Amsterdam,Fair,G,SI1
627,4612,1.16,65.9,55.0,6.54,6.51,4.3,Amsterdam,Fair,G,SI1
